hgnc_id	symbol	name	location_sortable	alias_symbol
HGNC:14632	ADAMTSL1	ADAMTS like 1	09p22.2-p22.1	"ADAMTSR1|FLJ35283"
HGNC:14631	ADAMTSL2	ADAMTS like 2	09q34.2	KIAA0605
HGNC:14633	ADAMTSL3	ADAMTS like 3	15q25.2	"KIAA1233|punctin-2"
HGNC:19706	ADAMTSL4	ADAMTS like 4	01q21.2	DKFZP434K1772
HGNC:27912	ADAMTSL5	ADAMTS like 5	19p13.3	
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	07p22.3	GCS1L
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	17q11.2	
HGNC:225	ADAR	adenosine deaminase RNA specific	01q21.3	ADAR1
HGNC:226	ADARB1	adenosine deaminase RNA specific B1	21q22.3	"ADAR2|DRADA2|ADAR2g|DRABA2|RED1|hRED1|ADAR2a-L1|ADAR2a-L2|ADAR2a-L3|ADAR2a|ADAR2b|ADAR2c|ADAR2d"
HGNC:227	ADARB2	adenosine deaminase RNA specific B2 (inactive)	10p15.3	"RED2|hRED2|ADAR3"
HGNC:228	ADAT1	adenosine deaminase tRNA specific 1	16q23.1	
HGNC:21172	ADAT2	adenosine deaminase tRNA specific 2	06q24.2	"dJ20N2.1|TAD2"
HGNC:25151	ADAT3	adenosine deaminase tRNA specific 3	19p13.3	TAD3
HGNC:19038	ADCK1	aarF domain containing kinase 1	14q24.3	FLJ39600
HGNC:19039	ADCK2	aarF domain containing kinase 2	07q34	MGC20727
HGNC:21738	ADCK5	aarF domain containing kinase 5	08q24.3	FLJ35454
HGNC:232	ADCY1	adenylate cyclase 1	07p12.3	AC1
HGNC:233	ADCY2	adenylate cyclase 2	05p15.31	"HBAC2|KIAA1060|AC2"
HGNC:234	ADCY3	adenylate cyclase 3	02p23.3	AC3
HGNC:235	ADCY4	adenylate cyclase 4	14q12	AC4
HGNC:236	ADCY5	adenylate cyclase 5	03q21.1	AC5
HGNC:237	ADCY6	adenylate cyclase 6	12q13.12	AC6
HGNC:238	ADCY7	adenylate cyclase 7	16q12.1	"KIAA0037|AC7"
HGNC:239	ADCY8	adenylate cyclase 8	08q24.22	"HBAC1|AC8"
HGNC:240	ADCY9	adenylate cyclase 9	16p13.3	AC9
HGNC:21285	ADCY10	adenylate cyclase 10	01q24.2	"SAC|Sacy|SACI|HCA2|RP1-313L4.2"
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1	18p11.32	PACAP
HGNC:242	ADCYAP1R1	ADCYAP receptor type I	07p14.3	"PAC1|PACAPR|PAC1R"
HGNC:243	ADD1	adducin 1	04p16.3	
HGNC:244	ADD2	adducin 2	02p13.3	ADDB
HGNC:245	ADD3	adducin 3	10q25.1-q25.2	
HGNC:21212	ADGB	androglobin	06q24.3	"FLJ23121|dJ408K24.1|CAPN16"
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1	10q26.3	KIAA1828
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	08p11.23	"TEM5|DKFZp434C211|DKFZp434J0911|KIAA1531|FLJ14390"
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3	04p15.2	"FLJ38547|PGR21"
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	08q24.3	
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	01p35.2	
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3	06q12-q13	KIAA0550
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	12q24.33	"DKFZp434B1272|PGR25"
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	09q33.3	PGR24
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1	19p13.3-p13.2	
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	19p13.12	CD312
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	19p13.12	
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	19p13.12	TM7LN1
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	06p12.3	"hGPCR36|PGR19"
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2	06p12.3	"hGPCR35|PGR20"
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	02p23.3	"hGPCR37|PGR23"
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	06p12.3	"FLJ38076|PGR18"
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	06p12.3	"DKFZp564O1923|KIAA0758"
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1	16q21	"TM7LN4|TM7XN1"
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2	Xp22.13	"HE6|TM7LN2|EDDM6"
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	16q21	"Pb99|PGR26"
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4	Xq26.3	"RP1-299I16|PGR17"
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	16q21	PGR27
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6	06q24.2	FLJ14937
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7	03q12.2	FLJ14454
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	19p13.12	"KIAA0821|CIRL1|LEC2"
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	01p31.1	"KIAA0786|LEC1|CIRL2"
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3	04q13.1	"KIAA0768|LEC3"
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	01p31.1	ETL
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	05q14.3	"DKFZp761P0710|KIAA0686|FEB4|VLGR1"
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	04q23	
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	04q23	
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	04q23	
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	04q23	ADH-2
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	04q23	"ADH-3|ADHX|GSNOR"
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)	04q23	ADH-5
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	04q23	ADH-4
HGNC:16354	ADHFE1	alcohol dehydrogenase iron containing 1	08q13.1	FLJ32430
HGNC:30576	ADI1	acireductone dioxygenase 1	02p25.3	"SIPL|MTCBP-1|ARD|APL1|FLJ10913|HMFT1638|mtnD"
HGNC:28606	ADIG	adipogenin	20q11.23	"MGC39724|SMAF1|RP5-1100H13.2"
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	03q27.3	"ACRP30|apM1|GBP28|adiponectin"
HGNC:24040	ADIPOR1	adiponectin receptor 1	01q32.1	"PAQR1|ACDCR1"
HGNC:24041	ADIPOR2	adiponectin receptor 2	12p13.33	"PAQR2|ACDCR2"
HGNC:24043	ADIRF	adipogenesis regulatory factor	10q23.2	"APM2|AFRO"
HGNC:257	ADK	adenosine kinase	10q22.2	AK
HGNC:259	ADM	adrenomedullin	11p15.4	AM
HGNC:28898	ADM2	adrenomedullin 2	22q13.33	"AM2|FLJ21135"
HGNC:27293	ADM5	adrenomedullin 5 (putative)	19q13.33	AM5
HGNC:15766	ADNP	activity dependent neuroprotector homeobox	20q13.13	"KIAA0784|ADNP1"
HGNC:23803	ADNP2	ADNP homeobox 2	18q23	KIAA0863
HGNC:23506	ADO	2-aminoethanethiol dioxygenase	10q21.3	FLJ14547
HGNC:262	ADORA1	adenosine A1 receptor	01q32.1	RDC7
HGNC:263	ADORA2A	adenosine A2a receptor	22q11.23	RDC8
HGNC:264	ADORA2B	adenosine A2b receptor	17p12	
HGNC:268	ADORA3	adenosine A3 receptor	01p13.2	"AD026|A3AR"
HGNC:25250	ADPGK	ADP dependent glucokinase	15q24.1	"DKFZp434B195|ADP-GK"
HGNC:269	ADPRH	ADP-ribosylarginine hydrolase	03q13.33	ARH1
HGNC:21303	ADPRHL1	ADP-ribosylhydrolase like 1	13q34	ARH2
HGNC:30925	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	17p13.1	MDS006
HGNC:21304	ADPRS	ADP-ribosylserine hydrolase	01p34.3	"ARH3|FLJ20446"
HGNC:277	ADRA1A	adrenoceptor alpha 1A	08p21.2	ADRA1L1
HGNC:278	ADRA1B	adrenoceptor alpha 1B	05q33.3	
HGNC:280	ADRA1D	adrenoceptor alpha 1D	20p13	"ADRA1R|ADRA1A|ADRA1"
HGNC:281	ADRA2A	adrenoceptor alpha 2A	10q25.2	ADRAR
HGNC:282	ADRA2B	adrenoceptor alpha 2B	02q11.2	ADRARL1
HGNC:283	ADRA2C	adrenoceptor alpha 2C	04p16.3	ADRARL2
HGNC:285	ADRB1	adrenoceptor beta 1	10q25.3	
HGNC:286	ADRB2	adrenoceptor beta 2	05q32	"ADRBR|BAR|B2AR"
HGNC:288	ADRB3	adrenoceptor beta 3	08p11.23	
HGNC:15759	ADRM1	ADRM1 26S proteasome ubiquitin receptor	20q13.33	"GP110|Rpn13|ARM1|PSMD16"
HGNC:291	ADSL	adenylosuccinate lyase	22q13.1	
HGNC:20093	ADSS1	adenylosuccinate synthase 1	14q32.33	FLJ38602
HGNC:292	ADSS2	adenylosuccinate synthase 2	01q44	
HGNC:21214	ADTRP	androgen dependent TFPI regulating protein	06p24.1	"dJ413H6.1|AIG1L"
HGNC:303	AEBP1	AE binding protein 1	07p13	ACLP
HGNC:24051	AEBP2	AE binding protein 2	12p12.3	MGC17922
HGNC:25722	AEN	apoptosis enhancing nuclease	15q26.1	"FLJ12484|FLJ12562"
HGNC:24017	AFAP1	actin filament associated protein 1	04p16.1	"AFAP-110|AFAP"
HGNC:26714	AFAP1L1	actin filament associated protein 1 like 1	05q32	FLJ36748
HGNC:25901	AFAP1L2	actin filament associated protein 1 like 2	10q25.3	"FLJ14564|Em:AC005383.4|XB130"
HGNC:7137	AFDN	afadin, adherens junction formation factor	06q27	"AF-6|AF6"
HGNC:7135	AFF1	AF4/FMR2 family member 1	04q21.3-q22.1	"AF-4|AF4"
HGNC:3776	AFF2	AF4/FMR2 family member 2	Xq28	FRAXE
HGNC:6473	AFF3	AF4/FMR2 family member 3	02q11.2	MLLT2-like
HGNC:17869	AFF4	AF4/FMR2 family member 4	05q31.1	"AF5Q31|MCEF"
HGNC:16411	AFG1L	AFG1 like ATPase	06q21	AFG1
HGNC:315	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	18p11.21	SPAX5
HGNC:316	AFM	afamin	04q13.3	"ALB2|ALBA"
HGNC:20910	AFMID	arylformamidase	17q25.3	"DKFZp686F03259|KF"
HGNC:317	AFP	alpha fetoprotein	04q13.3	FETA
HGNC:25951	AFTPH	aftiphilin	02p14	"MGC33965|FLJ20080|FLJ23793|Nbla10388"
HGNC:318	AGA	aspartylglucosaminidase	04q34.3	ASRG
HGNC:16922	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	02q37.2	"KIAA1099|GGAP1"
HGNC:16921	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	12q14.1	
HGNC:16923	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	07q36.1	
HGNC:23459	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	10q11.22	"Em:AC012044.1|MRIP2"
HGNC:23467	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	10q22.2	Em:AC073389.1
HGNC:23466	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	10q11.23	bA324H6.1
HGNC:23463	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	10q11.22	"bA301J7.2|FLJ00312"
HGNC:26504	AGBL1	AGBL carboxypeptidase 1	15q25.3	"FLJ32310|CCP4"
HGNC:26296	AGBL2	AGBL carboxypeptidase 2	11p11.2	"FLJ23598|CCP2"
HGNC:27981	AGBL3	AGBL carboxypeptidase 3	07q33	"MGC32955|CCP3"
HGNC:25892	AGBL4	AGBL carboxypeptidase 4	01p33	"FLJ14442|CCP6"
HGNC:26147	AGBL5	AGBL carboxypeptidase 5	02p23.3	"FLJ21839|CCP5"
HGNC:320	AGER	advanced glycosylation end-product specific receptor	06p21.32	"RAGE|SCARJ1|sRAGE"
HGNC:5175	AGFG1	ArfGAP with FG repeats 1	02q36.3	"RIP|RAB"
HGNC:5177	AGFG2	ArfGAP with FG repeats 2	07q22.1	RABR
HGNC:24684	AGGF1	angiogenic factor with G-patch and FHA domains 1	05q13.3	"VG5Q|HSU84971|FLJ10283|GPATC7|GPATCH7"
HGNC:21869	AGK	acylglycerol kinase	07q34	FLJ10842
HGNC:321	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	01p21.2	GDE
HGNC:18407	AGMAT	agmatinase	01p36.21	FLJ23384
HGNC:33784	AGMO	alkylglycerol monooxygenase	07p21.2	FLJ16237
HGNC:3262	AGO1	argonaute RISC component 1	01p34.3	hAGO1
HGNC:3263	AGO2	argonaute RISC catalytic component 2	08q24.3	"hAGO2|Q10|LINC00980"
HGNC:18421	AGO3	argonaute RISC catalytic component 3	01p34.3	"hAGO3|FLJ12765"
HGNC:18424	AGO4	argonaute RISC component 4	01p34.3	"hAGO4|KIAA1567|FLJ20033"
HGNC:324	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	06p21.32	LPAAT-alpha
HGNC:325	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	09q34.3	LPAAT-beta
HGNC:326	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	21q22.3	"LPAAT-gamma|LPAAT3"
HGNC:20885	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	06q26	"LPAAT-delta|dJ473J16.2"
HGNC:20886	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	08p23.1	"FLJ11210|LPAAT-e|LPAAT-epsilon"
HGNC:327	AGPS	alkylglycerone phosphate synthase	02q31.2	"ADHAPS|ADAS|ALDHPSY|ADPS|ADAP-S"
HGNC:328	AGR2	anterior gradient 2, protein disulphide isomerase family member	07p21.1	"XAG-2|HAG-2|AG2|PDIA17"
HGNC:24167	AGR3	anterior gradient 3, protein disulphide isomerase family member	07p21.1	"HAG3|hAG-3|BCMP11|PDIA18"
HGNC:329	AGRN	agrin	01p36.33	
HGNC:330	AGRP	agouti related neuropeptide	16q22.1	"Agrt|ART|ASIP2"
HGNC:333	AGT	angiotensinogen	01q42.2	
HGNC:17258	AGTPBP1	ATP/GTP binding carboxypeptidase 1	09q21.33	"KIAA1035|Nna1|CCP1"
HGNC:336	AGTR1	angiotensin II receptor type 1	03q24	"AT1|AT2R1|AGTR1A|AT2R1A|HAT1R|AG2S|AT2R1B|AT1B"
HGNC:338	AGTR2	angiotensin II receptor type 2	Xq23	"AT2|MRX88"
HGNC:13539	AGTRAP	angiotensin II receptor associated protein	01p36.22	ATRAP
HGNC:341	AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase	02q37.3	"AGXT1|PH1|AGT|SPT|AGT1"
HGNC:14412	AGXT2	alanine--glyoxylate aminotransferase 2	05p13.2	AGT2
HGNC:24618	AHCTF1	AT-hook containing transcription factor 1	01q44	ELYS
HGNC:343	AHCY	adenosylhomocysteinase	20q11.22	SAHH
HGNC:344	AHCYL1	adenosylhomocysteinase like 1	01p13.3	"XPVKONA|IRBIT|PPP1R78"
HGNC:22204	AHCYL2	adenosylhomocysteinase like 2	07q32.1	"KIAA0828|long-IRBIT|IRBIT2"
HGNC:25230	AHDC1	AT-hook DNA binding motif containing 1	01p36.11-p35.3	"DJ159A19.3|RP1-159A19.1"
HGNC:21575	AHI1	Abelson helper integration site 1	06q23.3	"FLJ20069|ORF1|JBTS3"
HGNC:347	AHNAK	AHNAK nucleoprotein	11q12.3	MGC5395
HGNC:20125	AHNAK2	AHNAK nucleoprotein 2	14q32.33	
HGNC:348	AHR	aryl hydrocarbon receptor	07p21.1	bHLHe76
HGNC:346	AHRR	aryl-hydrocarbon receptor repressor	05p15.33	"KIAA1234|bHLHe77"
HGNC:1189	AHSA1	activator of HSP90 ATPase activity 1	14q24.3	"p38|Aha1|hAha1"
HGNC:349	AHSG	alpha 2-HS glycoprotein	03q27.3	"FETUA|A2HS|HSGA"
HGNC:18075	AHSP	alpha hemoglobin stabilizing protein	16p11.2	EDRF
HGNC:13203	AICDA	activation induced cytidine deaminase	12p13.31	"HIGM2|CDA2|ARP2|AID"
HGNC:25761	AIDA	axin interactor, dorsalization associated	01q41	FLJ12806
HGNC:352	AIF1	allograft inflammatory factor 1	06p21.33	"IRT-1|AIF-1|Em:AF129756.17|IBA1"
HGNC:28904	AIF1L	allograft inflammatory factor 1 like	09q34.12-q34.13	"IBA2|FLJ12783"
HGNC:8768	AIFM1	apoptosis inducing factor mitochondria associated 1	Xq26.1	"AIF|CMTX4|DFNX5"
HGNC:21411	AIFM2	apoptosis inducing factor mitochondria associated 2	10q22.1	"FLJ14497|PRG3|FSP1"
HGNC:26398	AIFM3	apoptosis inducing factor mitochondria associated 3	22q11.21	"AIFL|FLJ30473"
HGNC:21607	AIG1	androgen induced 1	06q24.2	"dJ95L4.1|AIG-1|FLJ10485"
HGNC:357	AIM2	absent in melanoma 2	01q23.1-q23.2	PYHIN4
HGNC:10648	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	04q24	"EMAPII|EMAP-2|p43"
HGNC:20609	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	07p22.1	"p38|PRO0992|JTV-1|JTV1"
HGNC:358	AIP	aryl hydrocarbon receptor interacting protein	11q13.2	"XAP2|ARA9|FKBP16|FKBP37"
HGNC:359	AIPL1	aryl hydrocarbon receptor interacting protein like 1	17p13.2	
HGNC:360	AIRE	autoimmune regulator	21q22.3	"PGA1|APS1"
HGNC:30801	AJAP1	adherens junctions associated protein 1	01p36.32	"SHREW1|SHREW-1|MOT8"
HGNC:37284	AJM1	apical junction component 1 homolog	09q34.3	ajm-1
HGNC:20250	AJUBA	ajuba LIM protein	14q11.2	MGC15563
HGNC:361	AK1	adenylate kinase 1	09q34.11	
HGNC:362	AK2	adenylate kinase 2	01p35.1	
HGNC:17376	AK3	adenylate kinase 3	09p24.1	AKL3L1
HGNC:363	AK4	adenylate kinase 4	01p31.3	
HGNC:365	AK5	adenylate kinase 5	01p31.1	
HGNC:49151	AK6	adenylate kinase 6	05q13.2	CINAP
HGNC:20091	AK7	adenylate kinase 7	14q32.2	"FLJ32864|FAP75|CFAP75"
HGNC:26526	AK8	adenylate kinase 8	09q34.13	FLJ32704
HGNC:33814	AK9	adenylate kinase 9	06q21	"FLJ42177|FLJ25791|dJ70A9.1|MGC26954"
HGNC:28285	AKAIN1	A-kinase anchor inhibitor 1	18p11.31	
HGNC:367	AKAP1	A-kinase anchoring protein 1	17q22	"AKAP121|AKAP149|SAKAP84|S-AKAP84|AKAP84|D-AKAP1|PPP1R43|TDRD17"
HGNC:373	AKAP3	A-kinase anchoring protein 3	12p13.32	"FSP95|SOB1|AKAP110|CT82"
HGNC:374	AKAP4	A-kinase anchoring protein 4	Xp11.22	"p82|hAKAP82|AKAP82|Fsc1|HI|CT99"
HGNC:375	AKAP5	A-kinase anchoring protein 5	14q23.3	"AKAP75|AKAP79"
HGNC:376	AKAP6	A-kinase anchoring protein 6	14q12	"KIAA0311|mAKAP|AKAP100|PRKA6|ADAP6"
HGNC:377	AKAP7	A-kinase anchoring protein 7	06q23.2	"AKAP18|AKAP15"
HGNC:378	AKAP8	A-kinase anchoring protein 8	19p13.12	"AKAP95|DKFZp586B1222"
HGNC:29857	AKAP8L	A-kinase anchoring protein 8 like	19p13.12	"NAKAP95|HAP95"
HGNC:379	AKAP9	A-kinase anchoring protein 9	07q21.2	"KIAA0803|AKAP350|AKAP450|CG-NAP|YOTIAO|HYPERION|PRKA9|MU-RMS-40.16A|PPP1R45|LQT11"
HGNC:368	AKAP10	A-kinase anchoring protein 10	17p11.2	"D-AKAP2|PRKA10|MGC9414"
HGNC:369	AKAP11	A-kinase anchoring protein 11	13q14.11	"KIAA0629|AKAP220|PRKA11|FLJ11304|DKFZp781I12161|PPP1R44"
HGNC:370	AKAP12	A-kinase anchoring protein 12	06q25.1	"AKAP250|SSeCKS"
HGNC:371	AKAP13	A-kinase anchoring protein 13	15q25.3	"Ht31|BRX|AKAP-Lbc|c-lbc|PROTO-LB|HA-3|ARHGEF13"
HGNC:24061	AKAP14	A-kinase anchoring protein 14	Xq24	AKAP28
HGNC:18783	AKAP17A	A-kinase anchoring protein 17A	Xp22.33 and Yp11.32	"XE7|XE7Y|DXYS155E|MGC39904|721P|CCDC133"
HGNC:1170	AKIP1	A-kinase interacting protein 1	11p15.4	BCA3
HGNC:25744	AKIRIN1	akirin 1	01p34.3	FLJ12666
HGNC:21407	AKIRIN2	akirin 2	06q15	"FLJ10342|dJ486L4.2"
HGNC:24108	AKNA	AT-hook transcription factor	09q32	KIAA1968
HGNC:28398	AKNAD1	AKNA domain containing 1	01p13.3	MGC26989
HGNC:380	AKR1A1	aldo-keto reductase family 1 member A1	01p34.1	"ALR|DD3"
HGNC:381	AKR1B1	aldo-keto reductase family 1 member B	07q33	AR
HGNC:382	AKR1B10	aldo-keto reductase family 1 member B10	07q33	"AKR1B12|ARL-1|HIS|ARL1|HSI|ALDRLn"
HGNC:37281	AKR1B15	aldo-keto reductase family 1 member B15	07q33	
HGNC:384	AKR1C1	aldo-keto reductase family 1 member C1	10p15.1	"DDH|MBAB|DD1|HAKRC"
HGNC:385	AKR1C2	aldo-keto reductase family 1 member C2	10p15.1	"DD|BABP|DD2|HAKRD|MCDR2"
HGNC:386	AKR1C3	aldo-keto reductase family 1 member C3	10p15.1	"KIAA0119|DDX|HAKRB|PGFS"
HGNC:387	AKR1C4	aldo-keto reductase family 1 member C4	10p15.1	"DD4|HAKRA|C11|3-alpha-HSD|CDR|MGC22581"
HGNC:388	AKR1D1	aldo-keto reductase family 1 member D1	07q33	
HGNC:23437	AKR1E2	aldo-keto reductase family 1 member E2	10p15.1	"MGC10612|HTSP1|htAKR"
HGNC:389	AKR7A2	aldo-keto reductase family 7 member A2	01p36.13	AFAR
HGNC:390	AKR7A3	aldo-keto reductase family 7 member A3	01p36.13	
HGNC:24056	AKR7L	aldo-keto reductase family 7 like (gene/pseudogene)	01p36.13	AFAR3
HGNC:391	AKT1	AKT serine/threonine kinase 1	14q32.33	"RAC|PKB|PRKBA|AKT|RAC-alpha"
HGNC:28426	AKT1S1	AKT1 substrate 1	19q13.33	"PRAS40|MGC2865|Lobe"
HGNC:392	AKT2	AKT serine/threonine kinase 2	19q13.2	PKBβ
HGNC:393	AKT3	AKT serine/threonine kinase 3	01q43-q44	"PKBG|RAC-gamma|PRKBG"
HGNC:16710	AKTIP	AKT interacting protein	16q12.2	FLJ13258
HGNC:395	ALAD	aminolevulinate dehydratase	09q32	"ALADH|PBGS"
HGNC:396	ALAS1	5'-aminolevulinate synthase 1	03p21.2	
HGNC:397	ALAS2	5'-aminolevulinate synthase 2	Xp11.21	
HGNC:399	ALB	albumin	04q13.3	
HGNC:400	ALCAM	activated leukocyte cell adhesion molecule	03q13.11	"CD166|MEMD"
HGNC:402	ALDH1A1	aldehyde dehydrogenase 1 family member A1	09q21.13	RALDH1
HGNC:15472	ALDH1A2	aldehyde dehydrogenase 1 family member A2	15q21.3	RALDH2
HGNC:409	ALDH1A3	aldehyde dehydrogenase 1 family member A3	15q26.3	RALDH3
HGNC:407	ALDH1B1	aldehyde dehydrogenase 1 family member B1	09p13.1	ALDHX
HGNC:3978	ALDH1L1	aldehyde dehydrogenase 1 family member L1	03q21.3	"10-fTHF|FDH"
HGNC:26777	ALDH1L2	aldehyde dehydrogenase 1 family member L2	12q23.3	"FLJ38508|mtFDH"
HGNC:404	ALDH2	aldehyde dehydrogenase 2 family member	12q24.12	
HGNC:405	ALDH3A1	aldehyde dehydrogenase 3 family member A1	17p11.2	
HGNC:403	ALDH3A2	aldehyde dehydrogenase 3 family member A2	17p11.2	FALDH
HGNC:410	ALDH3B1	aldehyde dehydrogenase 3 family member B1	11q13.2	
HGNC:411	ALDH3B2	aldehyde dehydrogenase 3 family member B2	11q13.2	
HGNC:406	ALDH4A1	aldehyde dehydrogenase 4 family member A1	01p36.13	P5CDh
HGNC:408	ALDH5A1	aldehyde dehydrogenase 5 family member A1	06p22.3	"SSADH|SSDH"
HGNC:7179	ALDH6A1	aldehyde dehydrogenase 6 family member A1	14q24.3	
HGNC:877	ALDH7A1	aldehyde dehydrogenase 7 family member A1	05q23.2	"EPD|PDE"
HGNC:15471	ALDH8A1	aldehyde dehydrogenase 8 family member A1	06q23.3	ALDH12
HGNC:412	ALDH9A1	aldehyde dehydrogenase 9 family member A1	01q24.1	E3
HGNC:28114	ALDH16A1	aldehyde dehydrogenase 16 family member A1	19q13.33	MGC10204
HGNC:9722	ALDH18A1	aldehyde dehydrogenase 18 family member A1	10q24.1	P5CS
HGNC:414	ALDOA	aldolase, fructose-bisphosphate A	16p11.2	
HGNC:417	ALDOB	aldolase, fructose-bisphosphate B	09q31.1	
HGNC:418	ALDOC	aldolase, fructose-bisphosphate C	17q11.2	
HGNC:18294	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	16p13.3	"HMT-1|HMAT1|CDG1K|Mat-1"
HGNC:33721	ALG1L	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like	03q21.2	ALG1L1
HGNC:37258	ALG1L2	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2	03q22.1	
HGNC:23159	ALG2	ALG2 alpha-1,3/1,6-mannosyltransferase	09q22.33	"CDGIi|FLJ14511|hALPG2|NET38|CDG1I"
HGNC:23056	ALG3	ALG3 alpha-1,3- mannosyltransferase	03q27.1	"NOT56L|Not56|CDGS4|D16Ertd36e"
HGNC:20266	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase	13q13.3	bA421P11.2
HGNC:23157	ALG6	ALG6 alpha-1,3-glucosyltransferase	01p31.3	
HGNC:23161	ALG8	ALG8 alpha-1,3-glucosyltransferase	11q14.1	MGC2840
HGNC:15672	ALG9	ALG9 alpha-1,2-mannosyltransferase	11q23.1	
HGNC:23162	ALG10	ALG10 alpha-1,2-glucosyltransferase	12p11.1	"FLJ14751|DIE2|ALG10A"
HGNC:31088	ALG10B	ALG10 alpha-1,2-glucosyltransferase B	12q12	KCR1
HGNC:32456	ALG11	ALG11 alpha-1,2-mannosyltransferase	13q14.3	"KIAA0266|CDG1P"
HGNC:19358	ALG12	ALG12 alpha-1,6-mannosyltransferase	22q13.33	"ECM39|CDG1G"
HGNC:30881	ALG13	ALG13 UDP-N-acetylglucosaminyltransferase subunit	Xq23	"MDS031|YGL047W|FLJ23018|TDRD13|CDG1S"
HGNC:28287	ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit	01p21.3	MGC19780
HGNC:427	ALK	ALK receptor tyrosine kinase	02p23.2-p23.1	CD246
HGNC:33775	ALKAL1	ALK and LTK ligand 1	08q11.23	"UNQ9433|AUGB"
HGNC:27683	ALKAL2	ALK and LTK ligand 2	02p25.3	AUGA
HGNC:17911	ALKBH1	alkB homolog 1, histone H2A dioxygenase	14q24.3	"hABH|alkB|ABH"
HGNC:32487	ALKBH2	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase	12q24.11	"MGC90512|ABH2"
HGNC:30141	ALKBH3	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase	11p11.2	DEPC-1
